Height,Weight
182.9288102356395,97.09758472835229
192.91136198234517,91.05602344935546
186.16580256429864,87.3455580200938
182.69299097981383,89.15739526618475
175.4192879603343,85.21948172670562
188.75364678399936,104.0244836610846
176.25523267576156,92.87472037250959
203.5063800469248,102.19094623038835
207.81976563006177,97.78270522088005
173.00649112954667,90.72506044678107
197.5035022849599,93.75067440553212
181.73369518517427,83.14299210869908
184.08267366563592,97.98148579457947
205.53579829755967,104.35261220840408
154.26216349187322,81.7353758648407
155.22775798209244,79.20751725576133
151.21310384641956,79.89070498272324
199.95719073287628,96.7234673999374
196.68940505699103,93.1734883195732
202.20072889480915,104.50833703881271
208.71710053396583,100.34150194611371
197.94951385300342,95.5270080377507
177.68876173517592,86.56671835000124
196.83175057718734,98.50327108371896
157.09646555213598,76.77826321980056
188.39526127965144,87.32287417273562
158.6011972445428,76.08250660810694
206.68013502297504,92.22305175036539
181.3108993050043,93.78160690763809
174.8797163994314,79.42956992168196
165.8733367262776,77.41475166599656
196.45402136605298,98.48783607933136
177.3690199329929,84.98669498453988
184.1060369321189,99.76809144309314
151.1273880261813,69.09940946447341
187.05812982455262,94.86431925902222
186.7257433633453,93.16645759053516
187.01603981248542,87.66755241753673
206.62488471087744,105.9288256580975
190.909217946209,94.59687731699326
171.57047403442715,89.64418977328191
176.2219172279605,92.2284793837989
191.8578717556359,106.7451156242214
153.6135282977562,83.48940389606007
190.00600292674005,93.15709227365781
190.23827217708956,93.92224020066514
162.62295366443044,86.80977481165078
157.7355778592912,82.14410758325859
168.92570105545104,87.66350815821349
171.82264625655736,77.82654290672451
184.2118062250728,91.98427249054171
176.31609080773922,84.46789085784117
209.30243028355358,106.05083813699298
156.1226886448817,77.57059237422605
162.53260536569007,85.817197223308
159.67857107309976,81.4253766125064
189.1864995279239,98.52488957450683
165.19749615238692,80.26665259251375
177.97864637137837,84.26709190609793
164.66553552009617,80.28251929403534
159.53817501873118,79.6839854400584
156.6225084698583,80.20701291270456
189.3797753679164,105.98643243741246
158.29097708091683,78.9342027821552
161.7949417008032,76.11774584793771
172.12351023965783,84.33184624133199
199.2595937908761,97.31181702220758
155.82607654758368,80.32044564265915
200.27669444992824,92.434362152741
155.7659044736378,78.19926220782055
208.58756790080375,105.07631664022875
178.1190720988621,90.22044123043243
208.60566529142022,101.31625230088329
186.29073118470276,91.95575694367135
194.3558147638981,90.0576028370364
152.35126753525924,73.70903435081865
166.96841775458458,80.7699014972087
157.21179367279012,80.6861470677022
167.7684118513287,78.10329376655478
157.12366313725465,82.46782207717729
169.07899076363856,92.01191810427612
174.8557796708802,77.07796471037244
153.84884978092705,79.05571854435404
191.5483271622012,99.15870375625182
183.99608725239452,88.81085849843612
165.92336945636671,80.97532565653937
181.39488320800197,90.0330387160662
155.6364306455065,76.3292609257446
184.55678973337075,90.73333002144976
205.75777185457284,94.49886689563654
169.11413714707942,90.31872639745531
190.0446227978209,100.42040435909455
157.90787174426353,74.88711457611075
192.97963224711393,89.1576944845444
167.36436557683206,86.28750717067982
160.991481720427,77.61680101114817
185.190776088605,93.3051538609064
151.20645277124962,74.00658429989933
199.73640175304178,103.32589463187182
150.28172857155283,78.61461000405644
190.6689922077738,91.70650921156899
166.20047839152988,76.18341941878967
194.1116413273557,89.14112867700244
207.7313127070463,106.91755324905918
164.92518861119748,76.5182980166786
184.5694400650702,89.75063826104167
185.52251587631034,89.77968774590263
184.33511434745242,91.90472069237848
163.3848979584371,72.01104994998602
207.1649406910191,104.5263633294787
176.82752271705763,91.03321647769984
200.78452034826768,100.83437060935715
191.96875651905026,94.42994740103278
167.84621705130803,84.41010935699794
198.82786918214862,101.40916631927496
173.79034445081908,73.03220844327629
202.8661918266697,111.21265745458832
184.8763723581515,94.38865279251539
202.90412171129117,98.19001794371049
191.55189540466597,93.82118082639498
193.51525678917844,99.22633728133516
180.07946291560214,89.45921176262924
207.36501808339344,93.52908670278924
188.63941195377825,104.64217028368572
175.43130291349078,87.16294817058302
186.38359284767546,98.29265998241672
151.15159189856,72.11554671035805
168.09448900047295,91.72912977146547
189.6104122495611,96.23692456924195
167.40465643262664,86.74654738869057
187.08092573993048,88.31419603923047
175.72612205674596,93.91878747678649
158.12844385334702,82.51331274934745
167.89693955736186,90.45770092650592
184.19789464207588,88.95850952283004
185.4523656748904,90.32104724514126
184.45951493097473,103.74934095390708
189.19204919142803,89.29594548210628
189.12619620010133,93.88334959665906
175.88510612603844,93.6270098760327
203.79279575106378,102.38502271410617
172.05371220287378,88.94162450020336
176.1518955159376,86.07870261165444
203.5154013009403,103.60798008970775
198.37163934276515,92.653185412706
192.233315012422,104.40731090430194
156.01361323873806,77.41598639372619
205.1689568246804,99.18358739235595
192.85447797294668,99.75915439663291
209.930820394072,102.66181126009323
158.96689827947964,72.81215678272605
202.08756344209286,94.31019419205865
159.7495760805825,83.34365380374192
186.93357385703064,92.66891973778398
157.4291989709665,78.04609168714106
200.88049375933406,105.82896590954834
198.43913752350065,93.58543971796661
184.1460443168756,88.41963339411367
174.43099783355999,85.29109987087361
154.1500197273083,77.54676781023952
191.84572638867382,95.71200593788402
177.21256096068413,87.17184451839253
193.32333596822087,96.3535359736322
201.98293955571773,100.454943396403
208.53129030017314,100.66762320732761
201.34820054355666,96.60913532900794
150.70284505110013,76.72400431416976
171.59868386870184,81.34476651937328
193.79943374544348,91.11294057676747
160.29778063568642,78.58742906221474
181.26219637224776,89.8427631053048
153.26027930035522,87.91375713666866
161.99979149378402,77.47639436761084
151.11130766763685,80.2719574586659
197.62186220144525,102.54687277174578
163.4354812836228,75.77301586579273
170.72110084181418,89.22681530792009
205.68487760793545,96.92303560300114
192.26486411541197,82.83657086772229
151.91033577187847,78.98676550773614
159.88164938987475,71.16137177774878
187.2887040899858,95.89902435402247
184.63371531625006,88.89680316943895
164.27356928247053,90.43453862218463
206.05283987548762,108.36896693432385
186.83795735795377,91.15204965971995
182.1379681814975,87.62979603560534
185.39459858127427,86.62691227516653
193.80732177100617,94.69904772404013
168.71669972877612,82.95657238846552
173.89326373296552,85.12316414452434
162.59062493850732,82.07883174561547
161.17158035282017,83.47839766505447
206.66234339903602,105.07944398448387
194.37304770295725,93.36580423194641
179.42752851705401,82.52480688951911
163.64487767839938,88.64509807971204
165.26138890622357,79.1834485303621
153.48174961943255,73.47940681004118
176.06499753348726,85.42655220523807
